DO_Domaine;DO_Type;DO_Piece;DO_Date
0;7;MFR023000679;2023-06-06
0;3;MBL23002280;2023-06-06
0;3;MBL23002281;2023-06-06
0;3;MBL23002282;2023-06-06
0;3;MBL23002283;2023-06-06
0;3;MBL23002284;2023-06-06
0;3;MBL23002285;2023-06-06
0;3;MBL23002286;2023-06-06
0;3;MBL23002287;2023-06-06
0;7;MF23003821;2023-06-07
0;7;MF23003822;2023-06-07
0;7;MF23003823;2023-06-07
0;7;MF23003824;2023-06-07
0;3;MBL23002288;2023-06-06
0;7;MF23003825;2023-06-07
0;7;MF23003826;2023-06-07
0;7;MF23003827;2023-06-07
0;3;MBL23002289;2023-06-06
0;3;MBL23002290;2023-06-06
0;7;MF23003828;2023-06-07
0;7;MF23003829;2023-06-07
0;3;MBL23002291;2023-06-06
0;7;MF23003830;2023-06-07
0;7;MF23003831;2023-06-07
0;7;MF23003832;2023-06-07
0;7;MF23003833;2023-06-07
0;3;MBL23002292;2023-06-06
0;7;MF23003834;2023-06-07
0;7;MF23003835;2023-06-07
0;3;MBL23002293;2023-06-06
0;3;MBL23002294;2023-06-06
0;3;MBL23002295;2023-06-06
0;3;MBL23002296;2023-06-06
0;3;MBL23002297;2023-06-06
0;3;MBL23002298;2023-06-06
0;3;MBL23002299;2023-06-06
0;3;MBL23002300;2023-06-06
0;7;MFR023000680;2023-06-06
0;7;MFR023000681;2023-06-06
0;7;MFR023000682;2023-06-06
0;7;MFR023000683;2023-06-06
0;7;MF23003836;2023-06-06
0;7;MF23003837;2023-06-06
0;7;MFR023000684;2023-06-07
0;7;MFR023000685;2023-06-07
0;7;MFR023000686;2023-06-07
0;7;MF23003838;2023-06-07
0;6;MF23003839;2023-06-07
0;7;MF23003840;2023-06-07
0;7;MFR023000687;2023-06-07
1;17;AM00000004134;2023-06-07
0;4;MBR23000849;2023-06-07
0;4;MBR23000850;2023-06-07
0;4;MBR23000851;2023-06-07
0;4;MBR23000852;2023-06-07
0;4;MBR23000853;2023-06-07
0;4;MBR23000854;2023-06-07
0;4;MBR23000855;2023-06-07
0;4;MBR23000856;2023-06-07
0;4;MBR23000857;2023-06-07
0;4;MBR23000858;2023-06-07
0;4;MBR23000859;2023-06-07
0;4;MBR23000860;2023-06-07
0;4;MBR23000861;2023-06-07
0;4;MBR23000862;2023-06-07
0;4;MBR23000863;2023-06-07
0;4;MBR23000864;2023-06-07
0;4;MBR23000865;2023-06-07
0;4;MBR23000866;2023-06-07
0;4;MBR23000867;2023-06-07
0;4;MBR23000868;2023-06-07
0;7;MF23003841;2023-06-07
0;7;MF23003842;2023-06-07
0;7;MF23003843;2023-06-07
0;7;MFR023000688;2023-06-07
1;17;AM00000004135;2023-06-07
0;3;MBL23002318;2023-06-07
0;3;MBL23002319;2023-06-07
0;3;MBL23002320;2023-06-07
0;3;MBL23002321;2023-06-07
0;3;MBL23002322;2023-06-07
0;3;MBL23002323;2023-06-07
0;3;MBL23002324;2023-06-07
0;3;MBL23002325;2023-06-07
0;3;MBL23002326;2023-06-07
0;3;MBL23002327;2023-06-07
0;3;MBL23002328;2023-06-07
0;7;MF23003844;2023-06-07
0;3;MBL23002329;2023-06-07
1;17;AM00000004136;2023-06-07
1;17;AM00000004137;2023-06-07
1;17;AM00000004138;2023-06-07
1;17;AM00000004139;2023-06-07
1;17;AM00000004140;2023-06-07
0;7;MF23003845;2023-06-07
0;7;MF23003846;2023-06-07
0;7;MF23003847;2023-06-07
0;7;MF23003848;2023-06-07
0;3;MBL23002330;2023-06-07
0;3;MBL23002331;2023-06-07
0;7;MF23003849;2023-06-08
0;7;MF23003850;2023-06-08
0;7;MF23003851;2023-06-08
0;7;MF23003852;2023-06-08
0;7;MF23003853;2023-06-08
0;7;MF23003854;2023-06-08
0;7;MF23003855;2023-06-08
0;7;MF23003856;2023-06-08
0;7;MF23003857;2023-06-08
0;7;MF23003858;2023-06-08
0;7;MF23003859;2023-06-08
0;7;MF23003860;2023-06-08
0;7;MF23003861;2023-06-07
0;7;MF23003862;2023-06-07
0;7;MFR023000689;2023-06-07
0;7;MF23003863;2023-06-07
0;7;MF23003864;2023-06-07
1;17;AM00000004141;2023-06-07
1;17;AM00000004142;2023-06-08
1;17;AM00000004143;2023-06-12
1;17;AM00000004144;2023-06-08
1;17;AM00000004145;2023-06-08
1;17;AM00000004146;2023-06-08
1;17;AM00000004147;2023-06-08
1;17;AM00000004148;2023-06-08
0;7;MF23003865;2023-06-08
0;7;MF23003866;2023-06-08
0;7;MF23003867;2023-06-08
0;7;MF23003868;2023-06-08
0;7;MFR023000690;2023-06-07
0;7;MF23003869;2023-06-08
0;7;MF23003870;2023-06-08
0;7;MF23003871;2023-06-08
0;7;MF23003872;2023-06-08
0;7;MF23003873;2023-06-07
0;7;MFR023000691;2023-06-08
0;7;MFR023000692;2023-06-08
0;7;MF23003874;2023-06-08
0;4;MBR23000869;2023-06-08
0;4;MBR23000870;2023-06-08
0;4;MBR23000871;2023-06-08
0;4;MBR23000872;2023-06-08
0;4;MBR23000873;2023-06-08
0;4;MBR23000874;2023-06-08
0;4;MBR23000875;2023-06-08
0;4;MBR23000876;2023-06-08
0;4;MBR23000877;2023-06-08
0;4;MBR23000878;2023-06-08
0;4;MBR23000879;2023-06-08
0;4;MBR23000880;2023-06-08
0;4;MBR23000881;2023-06-08
0;4;MBR23000882;2023-06-08
2;23;MTM23000008;2023-06-07
2;23;MTM23000009;2023-06-08
0;3;MBL23002352;2023-06-08
0;3;MBL23002353;2023-06-08
0;7;MF23003875;2023-06-08
0;7;MF23003876;2023-06-08
0;7;MF23003877;2023-06-08
0;7;MF23003878;2023-06-08
0;7;MF23003879;2023-06-08
0;7;MF23003880;2023-06-08
0;7;MF23003881;2023-06-08
0;7;MF23003882;2023-06-08
0;7;MF23003883;2023-06-08
0;7;MF23003884;2023-06-08
0;3;MBL23002354;2023-06-08
0;3;MBL23002355;2023-06-08
0;7;MFR023000693;2023-06-08
0;7;MFR023000694;2023-06-08
0;3;MBL23002356;2023-06-08
0;3;MBL23002357;2023-06-08
0;3;MBL23002358;2023-06-08
0;3;MBL23002359;2023-06-08
0;3;MBL23002360;2023-06-08
0;3;MBL23002361;2023-06-08
0;3;MBL23002362;2023-06-08
0;7;MF23003885;2023-06-09
0;7;MF23003886;2023-06-09
0;7;MF23003887;2023-06-09
0;7;MF23003888;2023-06-09
0;7;MF23003889;2023-06-09
0;7;MF23003890;2023-06-09
0;7;MF23003891;2023-06-09
0;7;MF23003892;2023-06-09
0;7;MF23003893;2023-06-09
0;7;MF23003894;2023-06-09
0;7;MF23003895;2023-06-09
0;7;MF23003896;2023-06-09
0;7;MF23003897;2023-06-09
0;7;MF23003898;2023-06-09
0;7;MF23003899;2023-06-09
0;7;MF23003900;2023-06-09
0;7;MF23003901;2023-06-09
0;7;MF23003902;2023-06-09
0;7;MF23003903;2023-06-09
0;7;MF23003904;2023-06-09
0;7;MFR023000695;2023-06-08
0;7;MF23003905;2023-06-08
0;7;MF23003906;2023-06-09
0;7;MF23003907;2023-06-09
0;7;MF23003908;2023-06-09
0;7;MF23003909;2023-06-09
0;7;MF23003910;2023-06-09
0;7;MF23003911;2023-06-09
0;7;MF23003912;2023-06-09
0;7;MF23003913;2023-06-09
0;7;MF23003914;2023-06-09
0;7;MF23003915;2023-06-09
0;7;MF23003916;2023-06-09
1;17;AM00000004149;2023-06-08
0;7;MF23003917;2023-06-09
0;7;MFR023000696;2023-06-09
0;7;MFR023000697;2023-06-09
1;17;AM00000004150;2023-06-08
1;17;AM00000004151;2023-06-09
1;17;AM00000004152;2023-06-09
1;17;AM00000004153;2023-06-09
1;17;AM00000004154;2023-06-09
1;17;AM00000004155;2023-06-09
1;17;AM00000004156;2023-06-09
0;7;MFR023000698;2023-06-09
0;3;MBL23002380;2023-06-09
0;3;MBL23002381;2023-06-09
0;3;MBL23002382;2023-06-09
1;17;MAV23000081;2023-06-09
1;17;MAV23000082;2023-06-09
0;3;MBL23002383;2023-06-09
0;3;MBL23002384;2023-06-09
0;3;MBL23002385;2023-06-09
0;3;MBL23002388;2023-06-09
0;7;MFR023000699;2023-06-09
0;7;MFR023000700;2023-06-09
0;7;MF23003918;2023-06-09
0;7;MF23003919;2023-06-10
0;7;MF23003920;2023-06-10
0;7;MF23003921;2023-06-10
0;7;MF23003922;2023-06-10
0;7;MF23003923;2023-06-10
0;7;MF23003924;2023-06-10
0;7;MF23003925;2023-06-10
0;7;MF23003926;2023-06-10
0;7;MF23003927;2023-06-10
0;7;MF23003928;2023-06-10
0;7;MF23003929;2023-06-10
0;7;MF23003930;2023-06-10
0;7;MF23003931;2023-06-10
0;7;MF23003932;2023-06-10
0;7;MF23003933;2023-06-10
0;7;MF23003934;2023-06-10
0;7;MF23003935;2023-06-10
0;7;MF23003936;2023-06-10
0;7;MF23003937;2023-06-10
0;7;MF23003938;2023-06-10
0;7;MF23003939;2023-06-10
0;7;MF23003940;2023-06-10
0;7;MF23003941;2023-06-10
0;7;MF23003942;2023-06-10
0;7;MF23003943;2023-06-10
0;7;MF23003944;2023-06-10
0;7;MF23003945;2023-06-10
0;7;MF23003946;2023-06-10
0;3;MBL23002397;2023-06-09
0;3;MBL23002398;2023-06-09
0;3;MBL23002399;2023-06-09
0;3;MBL23002400;2023-06-09
0;3;MBL23002401;2023-06-09
0;3;MBL23002402;2023-06-09
0;3;MBL23002403;2023-06-09
0;3;MBL23002404;2023-06-09
0;3;MBL23002405;2023-06-09
0;3;MBL23002406;2023-06-09
0;3;MBL23002407;2023-06-09
0;7;MFR023000701;2023-06-09
0;7;MFR023000702;2023-06-09
0;7;MFR023000703;2023-06-09
0;4;MBR23000883;2023-06-09
0;4;MBR23000884;2023-06-09
0;4;MBR23000885;2023-06-09
0;4;MBR23000886;2023-06-09
0;4;MBR23000887;2023-06-09
0;4;MBR23000888;2023-06-09
0;4;MBR23000889;2023-06-09
0;7;MF23003947;2023-06-09
0;4;MBR23000890;2023-06-09
0;7;MFR023000704;2023-06-09
0;4;MBR23000891;2023-06-09
0;4;MBR23000892;2023-06-09
0;4;MBR23000893;2023-06-09
0;7;MF23003948;2023-06-10
0;7;MF23003949;2023-06-10
0;6;MFR023000705;2023-06-09
1;17;AM00000004157;2023-06-10
1;17;AM00000004158;2023-06-10
1;17;AM00000004159;2023-06-10
1;17;AM00000004160;2023-06-10
0;7;MF23003950;2023-06-10
0;7;MF23003951;2023-06-10
0;7;MF23003952;2023-06-10
0;7;MF23003953;2023-06-10
0;7;MF23003954;2023-06-10
0;7;MF23003955;2023-06-10
0;7;MF23003956;2023-06-10
0;7;MF23003957;2023-06-10
1;17;AM00000004161;2023-06-08
0;7;MF23003958;2023-06-10
0;7;MF23003959;2023-06-10
0;4;MBR23000894;2023-06-10
0;4;MBR23000895;2023-06-10
0;4;MBR23000896;2023-06-10
0;4;MBR23000897;2023-06-10
0;4;MBR23000898;2023-06-10
0;4;MBR23000899;2023-06-10
0;4;MBR23000900;2023-06-10
0;4;MBR23000901;2023-06-10
0;4;MBR23000902;2023-06-10
0;4;MBR23000903;2023-06-10
0;4;MBR23000904;2023-06-10
0;4;MBR23000905;2023-06-10
0;4;MBR23000906;2023-06-10
0;4;MBR23000907;2023-06-10
0;4;MBR23000908;2023-06-10
0;4;MBR23000909;2023-06-10
0;4;MBR23000910;2023-06-10
0;4;MBR23000911;2023-06-10
2;23;MTM23000010;2023-06-09
0;3;MBL23002413;2023-06-10
0;3;MBL23002414;2023-06-10
0;3;MBL23002415;2023-06-10
0;3;MBL23002416;2023-06-10
0;3;MBL23002417;2023-06-10
0;3;MBL23002418;2023-06-10
0;3;MBL23002419;2023-06-10
0;3;MBL23002420;2023-06-10
0;3;MBL23002421;2023-06-10
0;3;MBL23002422;2023-06-10
0;3;MBL23002423;2023-06-10
0;3;MBL23002424;2023-06-10
0;3;MBL23002425;2023-06-10
0;3;MBL23002426;2023-06-10
0;3;MBL23002427;2023-06-10
0;3;MBL23002428;2023-06-10
0;3;MBL23002429;2023-06-10
0;3;MBL23002430;2023-06-10
0;3;MBL23002431;2023-06-10
0;3;MBL23002432;2023-06-10
0;3;MBL23002433;2023-06-10
0;3;MBL23002434;2023-06-10
0;3;MBL23002435;2023-06-10
0;7;MF23003960;2023-06-10
0;7;MF23003961;2023-06-12
0;7;MF23003962;2023-06-12
0;7;MF23003963;2023-06-12
0;7;MF23003964;2023-06-12
0;7;MF23003965;2023-06-12
0;7;MF23003966;2023-06-12
0;7;MF23003967;2023-06-12
0;7;MF23003968;2023-06-12
0;7;MFR023000707;2023-06-12
0;7;MF23003969;2023-06-12
0;7;MF23003970;2023-06-12
0;7;MF23003971;2023-06-12
0;3;MBL23002439;2023-06-12
0;3;MBL23002440;2023-06-12
0;7;MFR023000708;2023-06-12
0;3;MBL23002441;2023-06-12
0;7;MFR023000709;2023-06-12
0;3;MBL23002442;2023-06-12
0;3;MBL23002443;2023-06-12
0;3;MBL23002444;2023-06-12
0;7;MFR023000710;2023-06-12
0;4;MBR23000912;2023-06-12
0;4;MBR23000913;2023-06-12
0;4;MBR23000914;2023-06-12
0;4;MBR23000915;2023-06-12
0;4;MBR23000916;2023-06-12
0;4;MBR23000917;2023-06-12
0;4;MBR23000918;2023-06-12
0;4;MBR23000919;2023-06-12
0;4;MBR23000920;2023-06-12
0;4;MBR23000921;2023-06-12
0;4;MBR23000922;2023-06-12
0;4;MBR23000923;2023-06-12
0;4;MBR23000924;2023-06-12
0;4;MBR23000925;2023-06-12
0;4;MBR23000926;2023-06-12
0;4;MBR23000927;2023-06-12
0;4;MBR23000928;2023-06-12
0;4;MBR23000929;2023-06-12
0;4;MBR23000930;2023-06-12
0;4;MBR23000931;2023-06-12
0;7;MF23003972;2023-06-12
0;7;MFR023000711;2023-06-12
0;7;MFR023000712;2023-06-12
0;7;MFR023000713;2023-06-12
1;17;AM00000004162;2023-06-12
0;7;MF23003973;2023-06-13
0;7;MF23003974;2023-06-13
0;7;MF23003975;2023-06-13
0;7;MF23003976;2023-06-13
0;7;MF23003977;2023-06-13
0;7;MF23003978;2023-06-13
0;7;MF23003979;2023-06-13
0;7;MF23003980;2023-06-13
0;7;MF23003981;2023-06-13
0;7;MF23003982;2023-06-13
0;7;MF23003983;2023-06-13
0;7;MF23003984;2023-06-13
0;7;MF23003985;2023-06-13
0;7;MF23003986;2023-06-13
0;7;MF23003987;2023-06-13
0;7;MF23003988;2023-06-13
0;7;MF23003989;2023-06-13
0;7;MF23003990;2023-06-13
0;7;MF23003991;2023-06-13
0;7;MF23003992;2023-06-13
0;7;MF23003993;2023-06-13
0;7;MF23003994;2023-06-13
0;7;MF23003995;2023-06-13
0;7;MF23003996;2023-06-13
0;7;MF23003997;2023-06-12
1;17;AM00000004163;2023-06-12
0;7;MFR023000714;2023-06-12
0;7;MF23003998;2023-06-12
0;7;MF23003999;2023-06-13
0;7;MF23004000;2023-06-13
0;7;MF23004001;2023-06-13
0;7;MF23004002;2023-06-13
0;7;MF23004003;2023-06-13
0;7;MF23004004;2023-06-13
1;17;AM00000004164;2023-06-12
1;17;AM00000004165;2023-06-13
0;7;MF23004005;2023-06-12
0;7;MFR023000715;2023-06-13
1;17;AMR23000011;2023-06-12
0;4;MBR23000932;2023-06-13
0;4;MBR23000933;2023-06-13
0;4;MBR23000934;2023-06-13
0;4;MBR23000936;2023-06-13
0;4;MBR23000937;2023-06-13
0;4;MBR23000938;2023-06-13
0;4;MBR23000939;2023-06-13
0;4;MBR23000940;2023-06-13
0;4;MBR23000941;2023-06-13
1;17;AM00000004166;2023-06-13
1;17;AM00000004167;2023-06-15
1;17;AM00000004168;2023-06-15
1;17;AM00000004169;2023-06-13
1;17;AM00000004170;2023-06-12
0;7;MFR023000716;2023-06-13
0;7;MFR023000717;2023-06-13
1;17;AM00000004171;2023-06-13
1;17;AM00000004172;2023-06-13
1;17;AM00000004173;2023-06-13
1;17;AM00000004174;2023-06-13
0;7;MFR023000718;2023-06-13
0;7;MFR023000719;2023-06-13
0;7;MFR023000720;2023-06-13
0;7;MFR023000721;2023-06-13
0;7;MFR023000722;2023-06-13
0;7;MFR023000723;2023-06-13
0;7;MFR023000724;2023-06-13
0;7;MFR023000725;2023-06-13
0;7;MFR023000726;2023-06-13
0;7;MFR023000727;2023-06-13
0;7;MFR023000728;2023-06-13
0;7;MFR023000729;2023-06-13
0;7;MFR023000730;2023-06-13
0;7;MFR023000731;2023-06-13
0;7;MFR023000732;2023-06-13
0;7;MF23004006;2023-06-13
0;7;MFR023000733;2023-06-13
0;7;MF23004007;2023-06-13
0;7;MFR023000734;2023-06-13
0;7;MFR023000735;2023-06-13
0;7;MFR023000736;2023-06-13
0;7;MFR023000737;2023-06-13
0;7;MF23004008;2023-06-13
0;7;MF23004009;2023-06-13
0;7;MF23004010;2023-06-13
0;7;MF23004011;2023-06-13
0;7;MFR023000738;2023-06-13
0;7;MFR023000739;2023-06-13
0;7;MF23004012;2023-06-13
0;7;MFR023000740;2023-06-13
0;7;MFR023000741;2023-06-13
0;7;MFR023000742;2023-06-13
0;7;MFR023000743;2023-06-13
0;7;MFR023000744;2023-06-13
0;7;MFR023000745;2023-06-13
0;7;MF23004013;2023-06-13
0;7;MF23004014;2023-06-13
0;7;MF23004015;2023-06-13
0;7;MF23004016;2023-06-13
0;7;MFR023000746;2023-06-13
0;7;MFR023000747;2023-06-13
0;7;MFR023000748;2023-06-13
0;7;MFR023000749;2023-06-13
0;7;MF23004017;2023-06-13
0;7;MFR023000750;2023-06-13
0;7;MFR023000751;2023-06-13
0;7;MFR023000752;2023-06-13
0;7;MFR023000753;2023-06-13
0;7;MFR023000754;2023-06-13
0;7;MF23004018;2023-06-13
0;7;MF23004019;2023-06-13
0;4;MBR23000942;2023-06-13
0;7;MFR023000755;2023-06-13
0;7;MFR023000756;2023-06-13
0;7;MF23004020;2023-06-13
0;7;MFR023000757;2023-06-13
0;7;MFR023000758;2023-06-13
0;7;MFR023000759;2023-06-13
0;7;MFR023000760;2023-06-13
0;7;MF23004021;2023-06-14
0;7;MF23004022;2023-06-14
0;7;MF23004023;2023-06-14
0;7;MF23004024;2023-06-14
0;7;MF23004025;2023-06-14
0;7;MF23004026;2023-06-14
0;7;MF23004027;2023-06-14
0;7;MF23004028;2023-06-14
0;7;MF23004029;2023-06-14
0;7;MF23004030;2023-06-14
0;7;MF23004031;2023-06-14
0;7;MF23004032;2023-06-14
0;7;MF23004033;2023-06-14
0;7;MF23004034;2023-06-14
0;7;MF23004035;2023-06-13
0;7;MF23004036;2023-06-13
0;7;MF23004037;2023-06-13
0;7;MF23004038;2023-06-13
0;7;MF23004039;2023-06-13
0;7;MF23004040;2023-06-13
0;7;MF23004041;2023-06-13
0;7;MF23004042;2023-06-13
0;7;MF23004043;2023-06-13
0;7;MF23004044;2023-06-13
0;7;MF23004045;2023-06-13
0;7;MF23004046;2023-06-13
0;7;MFR023000761;2023-06-13
0;7;MF23004047;2023-06-13
0;7;MF23004049;2023-06-13
2;23;MTM23000011;2023-06-13
0;7;MF23004050;2023-06-13
0;7;MFR023000762;2023-06-13
0;7;MF23004051;2023-06-14
1;17;AM00000004175;2023-06-14
1;17;AM00000004176;2023-06-14
1;17;AM00000004177;2023-06-14
1;17;AM00000004178;2023-06-14
1;17;AM00000004179;2023-06-14
0;7;MFR023000763;2023-06-14
0;7;MFR023000764;2023-06-14
0;7;MFR023000765;2023-06-14
0;7;MFR023000766;2023-06-14
0;7;MFR023000767;2023-06-14
0;7;MFR023000768;2023-06-14
0;7;MFR023000769;2023-06-14
0;7;MFR023000770;2023-06-14
0;7;MF23004052;2023-06-14
0;7;MFR023000771;2023-06-14
0;7;MF23004053;2023-06-14
0;7;MFR023000772;2023-06-14
0;7;MFR023000773;2023-06-14
0;7;MF23004054;2023-06-14
0;7;MF23004055;2023-06-14
0;7;MF23004056;2023-06-14
0;7;MFR023000774;2023-06-14
0;7;MFR023000775;2023-06-14
0;7;MFR023000776;2023-06-14
0;7;MF23004057;2023-06-14
0;7;MFR023000777;2023-06-14
1;17;AM00000004180;2023-06-14
0;7;MFR023000778;2023-06-14
0;7;MF23004058;2023-06-14
0;7;MFR023000779;2023-06-14
0;7;MF23004059;2023-06-14
0;7;MFR023000780;2023-06-14
0;7;MFR023000781;2023-06-14
0;7;MFR023000782;2023-06-14
0;7;MFR023000783;2023-06-14
0;7;MFR023000784;2023-06-14
0;7;MFR023000785;2023-06-14
0;7;MFR023000786;2023-06-14
0;7;MF23004060;2023-06-14
0;7;MFR023000787;2023-06-14
0;7;MF23004061;2023-06-14
0;7;MFR023000788;2023-06-14
0;7;MF23004062;2023-06-14
0;7;MF23004063;2023-06-15
0;7;MF23004064;2023-06-15
0;7;MF23004065;2023-06-15
0;7;MF23004066;2023-06-15
0;6;MF23004067;2023-06-15
0;7;MF23004068;2023-06-15
0;7;MF23004069;2023-06-15
0;7;MF23004070;2023-06-15
0;7;MF23004071;2023-06-15
0;7;MF23004072;2023-06-15
0;7;MF23004073;2023-06-15
0;7;MF23004074;2023-06-15
0;7;MF23004075;2023-06-15
0;7;MF23004076;2023-06-15
0;7;MF23004077;2023-06-15
0;7;MF23004078;2023-06-15
0;7;MF23004079;2023-06-15
0;7;MF23004080;2023-06-15
0;7;MFR023000789;2023-06-14
0;6;MFR023000790;2023-06-14
0;3;MBL23002474;2023-06-14
0;7;MF23004081;2023-06-14
0;7;MFR023000791;2023-06-14
0;7;MF23004082;2023-06-14
0;7;MF23004083;2023-06-14
0;7;MF23004084;2023-06-14
1;17;AM00000004181;2023-06-15
0;7;MF23004085;2023-06-14
1;17;AM00000004182;2023-06-15
1;17;AM00000004183;2023-06-13
1;17;AM00000004184;2023-06-13
0;7;MF23004086;2023-06-15
0;7;MFR023000792;2023-06-15
0;7;MF23004087;2023-06-15
0;7;MF23004088;2023-06-15
0;3;MBL23002503;2023-06-15
0;3;MBL23002504;2023-06-15
0;7;MF23004089;2023-06-16
0;7;MF23004090;2023-06-16
0;7;MF23004091;2023-06-16
0;7;MF23004092;2023-06-16
0;7;MF23004093;2023-06-16
0;7;MF23004094;2023-06-16
0;7;MF23004095;2023-06-16
0;7;MF23004096;2023-06-16
0;7;MF23004097;2023-06-16
0;7;MF23004098;2023-06-16
0;7;MF23004099;2023-06-16
0;7;MF23004100;2023-06-16
0;7;MF23004101;2023-06-16
0;7;MF23004102;2023-06-16
0;7;MF23004103;2023-06-16
0;7;MF23004104;2023-06-16
0;7;MF23004105;2023-06-16
0;7;MF23004106;2023-06-16
0;7;MF23004107;2023-06-16
0;7;MF23004108;2023-06-16
0;7;MF23004109;2023-06-16
0;7;MF23004110;2023-06-16
0;7;MFR023000793;2023-06-15
0;7;MF23004111;2023-06-16
1;17;AM00000004185;2023-06-15
1;17;AM00000004186;2023-06-15
0;7;MF23004112;2023-06-15
1;17;AM00000004187;2023-06-16
0;3;MBL23002505;2023-06-15
0;3;MBL23002506;2023-06-15
0;7;MF23004113;2023-06-16
0;7;MF23004114;2023-06-16
0;7;MF23004115;2023-06-16
0;7;MF23004116;2023-06-16
0;3;MBL23002507;2023-06-15
0;3;MBL23002508;2023-06-15
1;17;MAV23000083;2023-06-15
1;17;MAV23000084;2023-06-15
0;7;MF23004117;2023-06-16
0;7;MF23004118;2023-06-15
0;3;MBL23002515;2023-06-15
0;7;MF23004119;2023-06-16
0;7;MF23004120;2023-06-16
1;17;AM00000004188;2023-06-16
1;17;AM00000004189;2023-06-16
1;17;AM00000004190;2023-06-16
1;17;AM00000004191;2023-06-16
1;17;AM00000004192;2023-06-16
1;17;AM00000004193;2023-06-16
0;7;MF23004121;2023-06-16
0;7;MF23004122;2023-06-16
0;7;MF23004123;2023-06-16
0;7;MF23004124;2023-06-16
0;7;MF23004125;2023-06-16
0;7;MF23004126;2023-06-16
0;7;MF23004127;2023-06-16
0;7;MF23004128;2023-06-16
1;17;AM00000004194;2023-06-16
0;7;MFR023000794;2023-06-16
0;7;MF23004129;2023-06-16
0;7;MF23004130;2023-06-16
0;7;MF23004131;2023-06-16
0;7;MF23004132;2023-06-17
0;7;MF23004133;2023-06-17
0;7;MF23004134;2023-06-17
0;7;MF23004135;2023-06-17
0;7;MF23004136;2023-06-17
0;7;MF23004137;2023-06-17
0;7;MF23004138;2023-06-17
0;7;MF23004139;2023-06-17
0;7;MF23004140;2023-06-17
0;7;MFR023000795;2023-06-16
0;7;MF23004141;2023-06-16
0;7;MF23004142;2023-06-17
0;7;MF23004143;2023-06-17
0;7;MF23004144;2023-06-17
0;7;MF23004145;2023-06-17
0;7;MF23004146;2023-06-17
0;7;MF23004147;2023-06-17
0;7;MF23004148;2023-06-17
0;7;MF23004149;2023-06-17
0;7;MF23004150;2023-06-17
0;7;MFR023000796;2023-06-16
0;7;MF23004151;2023-06-16
0;7;MF23004152;2023-06-16
0;7;MF23004153;2023-06-16
1;17;AM00000004195;2023-06-17
1;17;AM00000004196;2023-06-17
1;17;AM00000004197;2023-06-17
0;7;MF23004154;2023-06-16
0;4;MBR23000943;2023-06-16
0;7;MF23004155;2023-06-16
0;3;MBL23002534;2023-06-16
0;7;MF23004156;2023-06-16
0;7;MF23004157;2023-06-16
0;3;MBL23002535;2023-06-17
0;3;MBL23002536;2023-06-17
0;3;MBL23002537;2023-06-17
0;3;MBL23002538;2023-06-17
0;3;MBL23002539;2023-06-17
0;3;MBL23002540;2023-06-17
1;17;AM00000004198;2023-06-17
1;17;AM00000004199;2023-06-17
1;17;AM00000004200;2023-06-17
0;7;MF23004158;2023-06-19
0;7;MF23004159;2023-06-19
0;7;MF23004160;2023-06-19
0;7;MF23004161;2023-06-19
0;7;MF23004162;2023-06-19
0;7;MF23004163;2023-06-19
0;7;MF23004164;2023-06-17
0;7;MF23004165;2023-06-17
0;7;MF23004166;2023-06-17
0;7;MF23004167;2023-06-17
0;4;MBR23000944;2023-06-17
0;3;MBL23002546;2023-06-17
0;7;MFR023000797;2023-06-19
0;7;MF23004168;2023-06-19
0;7;MF23004169;2023-06-19
0;7;MF23004170;2023-06-19
0;7;MF23004171;2023-06-19
0;7;MF23004172;2023-06-19
0;7;MFR023000798;2023-06-19
0;7;MFR023000799;2023-06-19
0;7;MFR023000800;2023-06-19
1;17;AM00000004201;2023-06-19
0;7;MF23004173;2023-06-19
1;17;AM00000004202;2023-06-19
0;7;MF23004174;2023-06-19
0;7;MF23004175;2023-06-19
1;17;AM00000004203;2023-06-19
0;7;MF23004176;2023-06-20
0;7;MF23004177;2023-06-19
0;7;MF23004178;2023-06-20
0;7;MF23004179;2023-06-20
0;7;MF23004180;2023-06-20
0;7;MF23004181;2023-06-20
0;7;MF23004182;2023-06-20
0;7;MF23004183;2023-06-20
1;17;AM00000004204;2023-06-19
0;7;MF23004184;2023-06-20
0;7;MF23004185;2023-06-20
0;7;MF23004186;2023-06-20
0;7;MF23004187;2023-06-20
1;13;MBL23000070;2023-06-17
0;7;MF23004188;2023-06-19
0;7;MF23004189;2023-06-20
0;7;MF23004190;2023-06-20
1;17;AM00000004205;2023-06-19
0;7;MF23004191;2023-06-20
0;7;MF23004192;2023-06-20
0;7;MF23004193;2023-06-20
0;7;MF23004194;2023-06-20
0;7;MF23004195;2023-06-19
1;17;AM00000004206;2023-06-19
1;16;AM00000004207;2023-06-19
0;4;MBR23000945;2023-06-19
0;3;MBL23002568;2023-06-19
0;3;MBL23002569;2023-06-19
0;3;MBL23002570;2023-06-19
0;7;MF23004196;2023-06-19
1;17;AM00000004208;2023-06-20
0;7;MF23004197;2023-06-20
0;3;MBL23002589;2023-06-20
0;3;MBL23002590;2023-06-17
0;3;MBL23002591;2023-06-17
0;3;MBL23002592;2023-06-17
0;3;MBL23002593;2023-06-17
0;3;MBL23002594;2023-06-17
0;4;MBR23000946;2023-06-17
